order_date,total_orders,revenue,avg_order_value
2025-09-14,6,1728.6399999999999,288.1066666666666
2025-09-15,8,3427.33,428.41625
2025-09-16,10,2160.5,216.05
2025-09-17,7,2531.59,361.6557142857143
2025-09-18,2,279.9,139.95
2025-09-19,7,1062.3500000000001,151.76428571428573
2025-09-20,6,4680.92,780.1533333333333
2025-09-21,10,3148.75,314.875
2025-09-22,6,1608.99,268.165
2025-09-23,7,2658.52,379.7885714285714
2025-09-24,6,1379.98,229.99666666666667
2025-09-25,6,1444.48,240.74666666666667
2025-09-26,10,2956.13,295.613
2025-09-27,3,473.53000000000003,157.84333333333333
2025-09-28,15,3487.35,232.48999999999998
2025-09-29,14,5126.07,366.1478571428571
2025-09-30,2,520.77,260.385
2025-10-01,11,2192.83,199.3481818181818
2025-10-02,12,3049.89,254.1575
2025-10-03,14,2799.94,199.99571428571429
2025-10-04,10,3690.37,369.037
2025-10-05,7,1727.17,246.73857142857145
2025-10-06,11,3904.32,354.9381818181818
2025-10-07,6,1247.38,207.89666666666668
2025-10-08,6,2172.69,362.115
2025-10-09,10,3073.97,307.397
2025-10-10,4,995.98,248.995
2025-10-11,10,2723.88,272.38800000000003
2025-10-12,10,4927.89,492.78900000000004
2025-10-13,8,2124.35,265.54375
2025-10-14,9,1885.09,209.45444444444445
2025-10-15,6,2039.62,339.93666666666667
2025-10-16,8,3027.09,378.38625
2025-10-17,6,1365.2,227.53333333333333
2025-10-18,2,1439.15,719.575
2025-10-19,3,1342.25,447.4166666666667
2025-10-20,11,3885.56,353.2327272727273
2025-10-21,5,1491.13,298.226
2025-10-22,8,1655.3600000000001,206.92000000000002
2025-10-23,5,1456.6,291.32
2025-10-24,7,1887.11,269.58714285714285
2025-10-25,4,1709.4499999999998,427.36249999999995
2025-10-26,11,3172.04,288.36727272727273
2025-10-27,12,2799.12,233.26
2025-10-28,7,2031.42,290.20285714285717
2025-10-29,2,408.85,204.425
2025-10-30,14,6154.04,439.57428571428574
2025-10-31,4,1065.44,266.36
2025-11-01,6,1622.06,270.3433333333333
2025-11-02,11,6433.95,584.9045454545454
2025-11-03,4,3790.7200000000003,947.6800000000001
2025-11-04,4,1772.65,443.1625
2025-11-05,4,780.74,195.185
2025-11-06,10,5821.91,582.191
2025-11-07,8,2773.56,346.695
2025-11-08,9,3709.29,412.1433333333333
2025-11-09,7,3419.76,488.5371428571429
2025-11-10,11,3660.08,332.73454545454547
2025-11-11,10,5863.59,586.359
2025-11-12,8,2159.68,269.96
2025-11-13,5,1866.53,373.306
2025-11-14,9,2199.33,244.37
2025-11-15,11,7256.88,659.7163636363637
2025-11-16,14,4656.33,332.59499999999997
2025-11-17,12,4292.42,357.70166666666665
2025-11-18,10,5204.83,520.483
2025-11-19,7,2392.04,341.71999999999997
2025-11-20,9,3785.14,420.5711111111111
2025-11-21,10,6523.76,652.376
2025-11-22,8,2413.46,301.6825
2025-11-23,6,2916.51,486.08500000000004
2025-11-24,8,4962.139999999999,620.2674999999999
2025-11-25,5,1885.77,377.154
2025-11-26,9,3949.33,438.81444444444446
2025-11-27,4,1174.0,293.5
2025-11-28,7,3189.83,455.69
2025-11-29,6,4334.9,722.4833333333332
2025-11-30,6,3672.0699999999997,612.0116666666667
2025-12-01,6,2933.33,488.8883333333333
2025-12-02,9,3910.63,434.51444444444445
2025-12-03,8,2382.18,297.7725
2025-12-04,13,5015.05,385.7730769230769
2025-12-05,5,1091.92,218.38400000000001
2025-12-06,6,3222.8199999999997,537.1366666666667
2025-12-07,4,2274.0299999999997,568.5074999999999
2025-12-08,8,3558.27,444.78375
2025-12-09,10,5476.62,547.662
2025-12-10,9,3756.59,417.3988888888889
2025-12-11,5,627.87,125.574
2025-12-12,7,4947.19,706.7414285714285
2025-12-13,6,2214.23,369.03833333333336
2025-12-14,9,3175.01,352.7788888888889
2025-12-15,8,4619.55,577.44375
2025-12-16,8,2238.15,279.76875
2025-12-17,6,2432.02,405.33666666666664
2025-12-18,11,6979.66,634.5145454545454
2025-12-19,3,1243.9299999999998,414.64333333333326
2025-12-20,5,613.1,122.62
2025-12-21,5,2690.57,538.114
2025-12-22,7,2979.32,425.6171428571429
2025-12-23,5,1509.63,301.92600000000004
2025-12-24,8,1934.36,241.795
2025-12-25,9,2723.7599999999998,302.64
2025-12-26,7,3402.2,486.0285714285714
2025-12-27,14,6936.099999999999,495.43571428571425
2025-12-28,3,1253.4,417.8
2025-12-29,8,2664.89,333.11125
2025-12-30,14,7123.92,508.8514285714286
2025-12-31,6,2650.2799999999997,441.7133333333333
2026-01-01,9,2906.7,322.96666666666664
2026-01-02,6,4301.37,716.895
2026-01-03,6,2039.51,339.91833333333335
2026-01-04,6,4409.34,734.89
2026-01-05,4,2425.52,606.38
2026-01-06,7,2603.4900000000002,371.9271428571429
2026-01-07,5,3701.18,740.236
2026-01-08,4,814.76,203.69
2026-01-09,9,4941.22,549.0244444444445
2026-01-10,8,3016.59,377.07375
2026-01-11,9,5080.69,564.521111111111
2026-01-12,3,1138.6299999999999,379.5433333333333
2026-01-13,6,2531.11,421.8516666666667
2026-01-14,8,5273.91,659.23875
2026-01-15,5,2034.93,406.986
2026-01-16,7,4020.26,574.3228571428572
2026-01-17,8,4990.05,623.75625
2026-01-18,14,5970.59,426.4707142857143
2026-01-19,7,2739.13,391.30428571428575
2026-01-20,7,2523.87,360.55285714285714
2026-01-21,9,4994.95,554.9944444444444
2026-01-22,8,4032.96,504.12
2026-01-23,4,2977.95,744.4875
2026-01-24,7,2135.08,305.01142857142855
2026-01-25,9,3864.4700000000003,429.3855555555556
2026-01-26,7,3083.68,440.5257142857143
2026-01-27,13,5194.8,399.6
2026-01-28,4,1158.47,289.6175
2026-01-29,7,4160.6,594.3714285714286
2026-01-30,8,5508.49,688.56125
2026-01-31,10,6330.53,633.053
2026-02-01,3,1274.19,424.73
2026-02-02,6,3727.38,621.23
2026-02-03,15,6762.76,450.85066666666665
2026-02-04,4,1259.24,314.81
2026-02-05,7,2475.27,353.61
2026-02-06,7,4162.58,594.6542857142857
2026-02-07,9,2719.4,302.15555555555557
2026-02-08,8,1761.44,220.18
2026-02-09,6,2258.13,376.355
2026-02-10,9,3460.25,384.47222222222223
2026-02-11,6,3498.53,583.0883333333334
2026-02-12,8,3965.31,495.66375
2026-02-13,6,2061.01,343.5016666666667
2026-02-14,10,4578.26,457.826
2026-02-15,8,3328.35,416.04375
2026-02-16,3,1497.39,499.13000000000005
2026-02-17,3,603.85,201.28333333333333
2026-02-18,6,3034.5499999999997,505.75833333333327
2026-02-19,3,1122.34,374.1133333333333
2026-02-20,6,2431.84,405.3066666666667
2026-02-21,6,1823.79,303.965
2026-02-22,11,5848.03,531.6390909090909
2026-02-23,7,4254.63,607.8042857142857
2026-02-24,10,3443.94,344.394
2026-02-25,3,734.0,244.66666666666666
2026-02-26,6,1844.31,307.385
2026-02-27,6,1933.28,322.2133333333333
2026-02-28,5,2813.18,562.636
2026-03-01,11,3686.84,335.16727272727275
2026-03-02,4,779.45,194.8625
2026-03-03,7,1069.03,152.71857142857144
2026-03-04,8,1483.8799999999999,185.48499999999999
2026-03-05,11,3873.34,352.1218181818182
2026-03-06,3,1439.87,479.95666666666665
2026-03-07,5,1835.06,367.012
2026-03-08,12,2408.41,200.70083333333332
2026-03-09,6,1165.3999999999999,194.23333333333332
2026-03-10,7,2082.24,297.4628571428571
2026-03-11,13,2642.18,203.24461538461537
2026-03-12,8,2536.21,317.02625
2026-03-13,11,2963.69,269.42636363636365
2026-03-14,13,3884.5,298.8076923076923
2026-03-15,5,1450.64,290.12800000000004
2026-03-16,6,2029.46,338.24333333333334
2026-03-17,11,1702.8,154.79999999999998
2026-03-18,6,1153.54,192.25666666666666
2026-03-19,5,415.58,83.116
2026-03-20,11,2060.14,187.28545454545454
2026-03-21,9,1184.84,131.64888888888888
2026-03-22,9,3075.05,341.6722222222222
2026-03-23,6,1383.97,230.66166666666666
2026-03-24,5,605.5699999999999,121.11399999999999
2026-03-25,10,3280.79,328.079
2026-03-26,3,538.75,179.58333333333334
2026-03-27,4,845.52,211.38
2026-03-28,4,623.16,155.79
2026-03-29,9,2663.76,295.97333333333336
2026-03-30,8,3521.64,440.205
2026-03-31,6,1498.05,249.67499999999998
2026-04-01,10,2641.75,264.175
2026-04-02,8,3350.26,418.7825
2026-04-03,4,487.04,121.76
2026-04-04,4,992.36,248.09
2026-04-05,5,1352.02,270.404
2026-04-06,7,2212.11,316.0157142857143
2026-04-07,8,1367.3700000000001,170.92125000000001
2026-04-08,10,2788.79,278.879
2026-04-09,5,883.97,176.794
2026-04-10,5,1562.8,312.56
2026-04-11,7,2776.39,396.6271428571428
2026-04-12,10,2058.8,205.88000000000002
2026-04-13,7,2346.02,335.1457142857143
2026-04-14,8,2232.2799999999997,279.03499999999997
2026-04-15,7,2948.83,421.26142857142855
2026-04-16,2,203.79999999999998,101.89999999999999
2026-04-17,6,2801.63,466.93833333333333
2026-04-18,12,2110.23,175.8525
2026-04-19,7,2256.92,322.4171428571429
2026-04-20,5,2788.85,557.77
2026-04-21,5,1666.21,333.242
2026-04-22,4,911.02,227.755
2026-04-23,13,3583.69,275.66846153846154
2026-04-24,10,2264.17,226.417
2026-04-25,10,3146.59,314.659
2026-04-26,8,1474.78,184.3475
2026-04-27,6,2101.09,350.1816666666667
2026-04-28,6,1901.19,316.865
2026-04-29,5,705.95,141.19
2026-04-30,5,1471.28,294.256
2026-05-01,5,1380.63,276.12600000000003
2026-05-02,5,875.37,175.074
2026-05-03,11,3318.82,301.7109090909091
2026-05-04,8,2341.12,292.64
2026-05-05,7,2654.42,379.20285714285717
2026-05-06,6,1302.88,217.14666666666668
2026-05-07,7,1807.05,258.15
